Title,Location,Compensation,Min_Comp,Max_Comp
Microsoft Data Management Analyst salaries,"Fargo, North Dakota Area","$63,600/yr",49300,82000
EY Business Analyst salaries,Greater Seattle Area,"$83,700/yr",60700,115000
EY Business Analyst salaries,"Houston, Texas Area","$81,300/yr",59000,112000
EY Business Analyst salaries,Greater Detroit Area,"$74,800/yr",54300,103000
EY Business Analyst salaries,"Phoenix, Arizona Area","$73,400/yr",53200,101000
EY Business Analyst salaries,"Austin, Texas Area","$74,900/yr",54300,103000
EY Business Analyst salaries,"Tampa/St. Petersburg, Florida Area","$69,800/yr",50600,96300
EY Business Analyst salaries,"Greater Nashville Area, TN","$69,900/yr",50700,96400
EY Data Analyst salaries,Greater Los Angeles Area,"$67,700/yr",49100,93400
EY Data Analyst salaries,Greater Chicago Area,"$65,000/yr",47100,89600
EY Data Analyst salaries,Greater Boston Area,"$67,700/yr",49100,93400
EY Data Analyst salaries,"Houston, Texas Area","$68,200/yr",49500,94100
EY Data Analyst salaries,"Austin, Texas Area","$62,800/yr",45600,86700
EY Data Analyst salaries,"Charlotte, North Carolina Area","$61,700/yr",44700,85100
EY Data Analyst salaries,"Indianapolis, Indiana Area","$59,600/yr",43200,82200
EY Data Analyst salaries,"Bloomington, Indiana Area","$54,700/yr",39600,75400
EY Data Analyst salaries,"Auburn, Alabama Area","$50,600/yr",36700,69800
EY Business Consultant salaries,Greater Los Angeles Area,"$87,100/yr",63200,120000
EY Business Consultant salaries,Dallas/Fort Worth Area,"$81,900/yr",59400,113000
EY Business Consultant salaries,Greater Seattle Area,"$90,300/yr",65400,124000
EY Business Consultant salaries,"Houston, Texas Area","$87,700/yr",63600,121000
EY Business Consultant salaries,Greater Denver Area,"$82,700/yr",60000,114000
EY Business Consultant salaries,Greater Minneapolis-St. Paul Area,"$83,000/yr",60200,114000
EY Business Consultant salaries,Greater Detroit Area,"$80,700/yr",58500,111000
EY Business Consultant salaries,"Austin, Texas Area","$80,800/yr",58600,111000
EY Business Consultant salaries,"Raleigh-Durham, North Carolina Area","$79,600/yr",57700,110000
EY Business Consultant salaries,"Indianapolis, Indiana Area","$76,600/yr",55600,106000
EY Business Consultant salaries,"Greater Nashville Area, TN","$75,400/yr",54700,104000
EY Business Consultant salaries,"Springfield, Massachusetts Area","$78,800/yr",57100,109000
EY Business Consultant salaries,"Iowa City, Iowa Area","$72,700/yr",52700,100000
EY Business Consultant salaries,"Tallahassee, Florida Area","$66,500/yr",48200,91700
EY Business Consultant salaries,"Charlottesville, Virginia Area","$74,000/yr",53600,102000
EY Business Consultant salaries,"Columbia, Missouri Area","$66,900/yr",48500,92300
EY Business Consultant salaries,"Rochester, Minnesota Area","$79,800/yr",57900,110000
EY Business Consultant salaries,"Eau Claire, Wisconsin Area","$68,900/yr",50000,95100
EY Business Consultant salaries,"Bloomington, Indiana Area","$70,300/yr",51000,97000
EY Business Consultant salaries,"Victoria, Texas Area","$78,500/yr",56900,108000
EY Business Consultant salaries,"Athens, Georgia Area","$70,000/yr",50800,96600
EY Senior Data Analyst salaries,"San Antonio, Texas Area","$80,800/yr",58600,111000
EY Solutions Analyst salaries,"San Antonio, Texas Area","$66,900/yr",48500,92200
Infosys Business Analyst salaries,Greater Seattle Area,"$71,900/yr",51300,101000
Infosys Business Analyst salaries,"Houston, Texas Area","$69,900/yr",49900,98000
Infosys Business Analyst salaries,Greater Denver Area,"$65,900/yr",47000,92500
Infosys Business Analyst salaries,Miami/Fort Lauderdale Area,"$62,000/yr",44200,87000
Infosys Business Analyst salaries,"Phoenix, Arizona Area","$63,100/yr",45000,88500
Infosys Business Analyst salaries,"Austin, Texas Area","$64,400/yr",45900,90300
Infosys Business Analyst salaries,"Portland, Oregon Area","$65,900/yr",47000,92400
Infosys Business Analyst salaries,"Charlotte, North Carolina Area","$63,200/yr",45100,88700
Infosys Business Analyst salaries,Greater Salt Lake City Area,"$60,500/yr",43200,84900
Infosys Business Analyst salaries,"Tampa/St. Petersburg, Florida Area","$60,000/yr",42800,84200
Infosys Business Analyst salaries,"Indianapolis, Indiana Area","$61,100/yr",43600,85600
Infosys Data Analyst salaries,Greater New York City Area,"$60,800/yr",43400,85300
Infosys Data Analyst salaries,Greater Chicago Area,"$55,800/yr",39800,78300
Infosys Data Analyst salaries,Greater Boston Area,"$58,200/yr",41500,81600
Infosys Data Analyst salaries,Dallas/Fort Worth Area,"$54,700/yr",39000,76800
Infosys Data Analyst salaries,Greater Atlanta Area,"$53,600/yr",38200,75200
Infosys Data Analyst salaries,Greater Seattle Area,"$60,300/yr",43000,84600
Infosys Data Analyst salaries,"Houston, Texas Area","$58,700/yr",41800,82300
Infosys Data Analyst salaries,Greater Denver Area,"$55,300/yr",39500,77600
Infosys Data Analyst salaries,"Austin, Texas Area","$54,000/yr",38500,75800
Infosys Data Analyst salaries,"Charlotte, North Carolina Area","$53,100/yr",37800,74400
Infosys Data Analyst salaries,"Raleigh-Durham, North Carolina Area","$53,200/yr",38000,74700
Infosys Data Analyst salaries,"Lafayette, Indiana Area","$47,500/yr",33900,66600
Infosys Business Consultant salaries,Greater New York City Area,"$78,200/yr",55800,110000
Infosys Business Consultant salaries,Greater Los Angeles Area,"$74,900/yr",53400,105000
Infosys Business Consultant salaries,Greater Chicago Area,"$71,800/yr",51200,101000
Infosys Business Consultant salaries,Greater Seattle Area,"$77,600/yr",55300,109000
Infosys Business Consultant salaries,"Houston, Texas Area","$75,400/yr",53800,106000
Infosys Business Consultant salaries,"Charlotte, North Carolina Area","$68,200/yr",48700,95700
Infosys Business Consultant salaries,"Tampa/St. Petersburg, Florida Area","$64,800/yr",46200,90800
Infosys Business Consultant salaries,"Raleigh-Durham, North Carolina Area","$68,500/yr",48800,96000
Infosys Business Consultant salaries,"Benton Harbor, Michigan Area","$63,500/yr",45300,89100
Infosys Senior Data Analyst salaries,"Houston, Texas Area","$79,100/yr",56400,111000
Capgemini Business Analyst salaries,Greater Detroit Area,"$67,500/yr",49900,91300
Capgemini Business Analyst salaries,Miami/Fort Lauderdale Area,"$65,100/yr",48200,88100
Capgemini Business Analyst salaries,"Phoenix, Arizona Area","$66,300/yr",49000,89600
Capgemini Business Analyst salaries,"Austin, Texas Area","$67,600/yr",50000,91400
Capgemini Business Analyst salaries,"Charlotte, North Carolina Area","$66,400/yr",49100,89800
Capgemini Business Analyst salaries,"Tampa/St. Petersburg, Florida Area","$63,000/yr",46600,85200
Capgemini Business Analyst salaries,"Kansas City, Missouri Area","$64,300/yr",47500,86900
Capgemini Business Analyst salaries,"Indianapolis, Indiana Area","$64,100/yr",47400,86700
Capgemini Business Analyst salaries,"Greater Nashville Area, TN","$63,100/yr",46700,85400
Capgemini Business Analyst salaries,"San Antonio, Texas Area","$64,400/yr",47700,87100
Capgemini Business Analyst salaries,"Greater Grand Rapids, Michigan Area","$61,400/yr",45400,83100
Capgemini Data Analyst salaries,Greater Los Angeles Area,"$61,200/yr",45200,82700
Capgemini Data Analyst salaries,Greater Chicago Area,"$58,600/yr",43400,79300
Capgemini Data Analyst salaries,Dallas/Fort Worth Area,"$57,500/yr",42500,77700
Capgemini Data Analyst salaries,Greater Seattle Area,"$63,400/yr",46900,85700
Capgemini Data Analyst salaries,"Houston, Texas Area","$61,600/yr",45500,83300
Capgemini Data Analyst salaries,Greater Denver Area,"$58,100/yr",43000,78600
Capgemini Data Analyst salaries,Greater Detroit Area,"$56,700/yr",41900,76600
Capgemini Data Analyst salaries,"Charlotte, North Carolina Area","$55,700/yr",41200,75300
Capgemini Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$52,900/yr",39100,71500
Capgemini Data Analyst salaries,"Greater Nashville Area, TN","$53,000/yr",39200,71600
Capgemini Data Analyst salaries,Greater New Orleans Area,"$54,000/yr",39900,73000
Capgemini Business Consultant salaries,Greater New York City Area,"$82,100/yr",60700,111000
Capgemini Business Consultant salaries,Dallas/Fort Worth Area,"$73,900/yr",54700,100000
Capgemini Business Consultant salaries,"Houston, Texas Area","$79,200/yr",58600,107000
Capgemini Business Consultant salaries,"Charlotte, North Carolina Area","$71,600/yr",53000,96900
Capgemini Business Consultant salaries,"Wilmington, North Carolina Area","$65,400/yr",48400,88500
Capgemini Business Consultant salaries,"Tyler, Texas Area","$63,000/yr",46600,85200
Capgemini Senior Data Analyst salaries,"Houston, Texas Area","$83,100/yr",61500,112000
Capgemini Senior Data Analyst salaries,Greater Detroit Area,"$76,500/yr",56500,103000
JPMorgan Chase & Co. Business Analyst salaries,Greater Seattle Area,"$80,300/yr",56600,114000
JPMorgan Chase & Co. Business Analyst salaries,"Houston, Texas Area","$78,100/yr",55000,111000
JPMorgan Chase & Co. Business Analyst salaries,Greater Denver Area,"$73,600/yr",51900,104000
JPMorgan Chase & Co. Business Analyst salaries,Greater Detroit Area,"$71,800/yr",50600,102000
JPMorgan Chase & Co. Business Analyst salaries,Miami/Fort Lauderdale Area,"$69,300/yr",48800,98300
JPMorgan Chase & Co. Business Analyst salaries,"Austin, Texas Area","$71,900/yr",50700,102000
JPMorgan Chase & Co. Business Analyst salaries,"Charlotte, North Carolina Area","$70,600/yr",49800,100000
JPMorgan Chase & Co. Business Analyst salaries,Greater Salt Lake City Area,"$67,600/yr",47700,95900
JPMorgan Chase & Co. Business Analyst salaries,"Kansas City, Missouri Area","$68,300/yr",48200,97000
JPMorgan Chase & Co. Business Analyst salaries,"Indianapolis, Indiana Area","$68,200/yr",48100,96800
JPMorgan Chase & Co. Business Analyst salaries,"Greater Nashville Area, TN","$67,100/yr",47300,95300
JPMorgan Chase & Co. Business Analyst salaries,"San Antonio, Texas Area","$68,500/yr",48300,97300
JPMorgan Chase & Co. Business Analyst salaries,"Sarasota, Florida Area","$64,900/yr",45700,92000
JPMorgan Chase & Co. Data Analyst salaries,Greater Los Angeles Area,"$65,100/yr",45800,92300
JPMorgan Chase & Co. Data Analyst salaries,Greater Boston Area,"$65,000/yr",45800,92200
JPMorgan Chase & Co. Data Analyst salaries,Greater Seattle Area,"$67,400/yr",47500,95600
JPMorgan Chase & Co. Data Analyst salaries,Greater Salt Lake City Area,"$56,700/yr",40000,80500
JPMorgan Chase & Co. Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$56,200/yr",39600,79800
JPMorgan Chase & Co. Data Analyst salaries,"Kansas City, Missouri Area","$57,300/yr",40400,81400
JPMorgan Chase & Co. Data Analyst salaries,"San Antonio, Texas Area","$57,500/yr",40500,81600
JPMorgan Chase & Co. Data Analyst salaries,"Burlington, Vermont Area","$55,500/yr",39100,78700
JPMorgan Chase & Co. Business Consultant salaries,Greater New York City Area,"$87,400/yr",61600,124000
JPMorgan Chase & Co. Business Consultant salaries,Greater Atlanta Area,"$77,000/yr",54300,109000
JPMorgan Chase & Co. Business Consultant salaries,"San Antonio, Texas Area","$73,900/yr",52100,105000
JPMorgan Chase & Co. Senior Data Analyst salaries,"Houston, Texas Area","$88,400/yr",62300,125000
Google Business Analyst salaries,Greater Denver Area,"$94,700/yr",71200,126000
Google Business Analyst salaries,Greater Detroit Area,"$92,400/yr",69500,123000
Google Business Analyst salaries,"Austin, Texas Area","$92,500/yr",69600,123000
Google Data Analyst salaries,Greater Los Angeles Area,"$83,700/yr",62900,111000
Google Data Analyst salaries,Greater Chicago Area,"$80,200/yr",60300,107000
Google Data Analyst salaries,Greater Boston Area,"$83,600/yr",62900,111000
Google Data Analyst salaries,Dallas/Fort Worth Area,"$78,600/yr",59100,105000
Google Data Analyst salaries,Greater Atlanta Area,"$77,000/yr",57900,102000
Google Data Analyst salaries,Greater Seattle Area,"$86,700/yr",65200,115000
Google Data Analyst salaries,Greater Denver Area,"$79,500/yr",59800,106000
Google Data Analyst salaries,Greater Detroit Area,"$77,500/yr",58300,103000
Google Data Analyst salaries,"Austin, Texas Area","$77,600/yr",58400,103000
Google Data Analyst salaries,"Charlotte, North Carolina Area","$76,200/yr",57300,101000
Google Data Analyst salaries,"Raleigh-Durham, North Carolina Area","$76,500/yr",57500,102000
Google Business Consultant salaries,Greater New York City Area,"$112,000/yr",84500,149000
Google Senior Data Analyst salaries,"Austin, Texas Area","$105,000/yr",78700,139000
Google Data Management Analyst salaries,"Austin, Texas Area","$78,400/yr",59000,104000
PwC Business Analyst salaries,Greater Seattle Area,"$84,300/yr",65500,108000
PwC Business Analyst salaries,"Houston, Texas Area","$81,900/yr",63600,105000
PwC Business Analyst salaries,Greater Detroit Area,"$75,400/yr",58600,97000
PwC Business Analyst salaries,Miami/Fort Lauderdale Area,"$72,700/yr",56500,93500
PwC Business Analyst salaries,"Tampa/St. Petersburg, Florida Area","$70,300/yr",54600,90500
PwC Data Analyst salaries,Greater New York City Area,"$71,300/yr",55400,91800
PwC Data Analyst salaries,Greater Chicago Area,"$65,400/yr",50800,84200
PwC Data Analyst salaries,Greater Boston Area,"$68,200/yr",53000,87800
PwC Data Analyst salaries,Dallas/Fort Worth Area,"$64,100/yr",49800,82600
PwC Data Analyst salaries,Greater Seattle Area,"$70,700/yr",54900,91000
PwC Data Analyst salaries,"Houston, Texas Area","$68,700/yr",53400,88500
PwC Data Analyst salaries,Greater Salt Lake City Area,"$59,500/yr",46200,76600
PwC Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$59,000/yr",45800,75900
PwC Business Consultant salaries,Greater Los Angeles Area,"$87,700/yr",68200,113000
PwC Business Consultant salaries,Greater Chicago Area,"$84,100/yr",65400,108000
PwC Business Consultant salaries,Greater Boston Area,"$87,700/yr",68100,113000
PwC Business Consultant salaries,"Phoenix, Arizona Area","$79,800/yr",62000,103000
PwC Business Consultant salaries,"Tampa/St. Petersburg, Florida Area","$75,900/yr",58900,97600
PwC Business Consultant salaries,"Indianapolis, Indiana Area","$77,200/yr",60000,99300
PwC Senior Data Analyst salaries,"San Antonio, Texas Area","$81,400/yr",63200,105000
Wipro Limited Business Analyst salaries,Greater Seattle Area,"$69,100/yr",46600,103000
Wipro Limited Business Analyst salaries,"Houston, Texas Area","$67,200/yr",45300,99600
Wipro Limited Business Analyst salaries,Greater Denver Area,"$63,400/yr",42700,94000
Wipro Limited Business Analyst salaries,Greater Detroit Area,"$61,800/yr",41700,91700
Wipro Limited Business Analyst salaries,"Phoenix, Arizona Area","$60,600/yr",40900,89900
Wipro Limited Business Analyst salaries,"Austin, Texas Area","$61,900/yr",41700,91800
Wipro Limited Business Analyst salaries,Greater Salt Lake City Area,"$58,200/yr",39200,86300
Wipro Limited Business Analyst salaries,"Sarasota, Florida Area","$55,800/yr",37600,82800
Wipro Limited Business Analyst salaries,"Duluth, Minnesota Area","$56,000/yr",37800,83100
Wipro Limited Data Analyst salaries,Greater New York City Area,"$58,500/yr",39400,86700
Wipro Limited Data Analyst salaries,Dallas/Fort Worth Area,"$52,600/yr",35500,78000
Wipro Limited Data Analyst salaries,Greater Atlanta Area,"$51,500/yr",34700,76400
Wipro Limited Data Analyst salaries,Greater Seattle Area,"$58,000/yr",39100,86000
Wipro Limited Data Analyst salaries,"Charlotte, North Carolina Area","$51,000/yr",34400,75600
Wipro Limited Data Analyst salaries,"Tampa/St. Petersburg, Florida Area","$48,400/yr",32600,71800
Wipro Limited Data Analyst salaries,Greater New Orleans Area,"$49,400/yr",33300,73300
Wipro Limited Business Consultant salaries,Greater New York City Area,"$75,200/yr",50700,111000
Wipro Limited Business Consultant salaries,Greater Los Angeles Area,"$72,000/yr",48500,107000
Wipro Limited Business Consultant salaries,Greater Minneapolis-St. Paul Area,"$68,500/yr",46200,102000
Oracle Business Analyst salaries,Greater Seattle Area,"$73,900/yr",51900,105000
Oracle Business Analyst salaries,"Houston, Texas Area","$71,800/yr",50500,102000
Oracle Business Analyst salaries,Miami/Fort Lauderdale Area,"$63,700/yr",44800,90700
Oracle Business Analyst salaries,"Phoenix, Arizona Area","$64,800/yr",45600,92200
Oracle Business Analyst salaries,"Austin, Texas Area","$66,100/yr",46500,94100
Oracle Business Analyst salaries,"Portland, Oregon Area","$67,700/yr",47500,96300
Oracle Business Analyst salaries,"Charlotte, North Carolina Area","$65,000/yr",45600,92400
Oracle Business Analyst salaries,Greater Salt Lake City Area,"$62,200/yr",43700,88500
